company_registration_number,donor_name_as_published,donation_rows,rows_that_would_become_signals,distinct_members,first_accepted,last_accepted,total_pence
04350067,"C & C Business Solutions",3,0,0,2004-03-02,2010-06-30,13500000
04351232,"Magdalen Hall Co Ltd",3,0,0,2007-06-30,2010-06-30,468650
04390604,"ECJ Investments Ltd",3,0,0,2002-10-23,2003-12-10,26870000
04470767,"London Diversified Fund Management (UK) Ltd",3,0,0,2006-03-22,2009-09-23,7500000
04663024,"Icici Bank UK Ltd (Sponsorship)",3,0,0,2006-03-31,2007-08-13,797000
05125750,"MINISTRY OF INNOVATION LTD",3,0,0,2023-02-16,2023-08-22,400000
05500765,"Beds and Bars Ltd",3,0,0,2017-05-18,2024-06-19,750000
05601850,"The Biz Club Limited",3,0,0,2006-05-03,2006-09-30,250000
05943538,"Charlie Parsons Creative Limited",3,0,0,2019-10-21,2019-11-01,600000
06278422,"Strandbrook Ltd",3,0,0,2023-01-24,2025-01-22,15000000
06317947 ?,"Dukehill Services Limited",3,0,0,2023-07-05,2025-08-04,3200000
06431946,"LONDON STONE PROPERTIES LIMITED",3,0,0,2017-06-01,2021-02-22,800000
06465299 ?,"GLASS EXPRESS MIDLANDS LTD",3,0,0,2024-09-26,2025-07-04,1950000
0709846,"Bearwood Corporate Services Ltd",3,0,0,2002-06-11,2003-01-06,1800000
07262428,"PARAGON CUSTOMER COMMUNICATIONS LIMITED",3,0,0,2023-08-10,2024-07-24,11240000
07278594,"Thakenham Homes Ltd",3,0,0,2023-03-21,2023-11-30,6073000
07606258,"ALLENBY COMMERCIAL (CONSTRUCTION) LIMITED",3,0,0,2023-04-20,2025-02-12,750000
07696967,"Century Capital Partners Limited",3,0,0,2025-01-22,2025-01-29,2500000
0806669,"C A Church Ltd",3,0,0,2013-08-09,2014-06-27,1500000
08363406,"Interior Architecture Landscape Ltd",3,0,0,2025-06-10,2025-06-25,10000000
08462306,"WHOLLY GRAPE LIMITED",3,0,0,2023-07-31,2023-09-25,203290
09019569,"Bloomberg Trading Facility Limited",3,0,0,2019-10-01,2024-05-01,31000000
09405401,"WINTERBROOK CAPITAL LIMITED",3,0,0,2025-10-23,2025-10-27,12500000
09462813,"WESTMINSTER DEVELOPMENT SERVICES",3,0,0,2024-05-30,2024-07-03,25000000
09593994,"GLYN HOPKIN HOLDINGS LIMITED",3,0,0,2024-04-09,2024-06-25,2309000
09799569?,"KH LONDON LIMITED",3,0,0,2017-06-01,2024-06-28,1000000
09819399,"Public Digital Limited",3,0,0,2024-01-08,2024-06-30,10368800
09985173,"Finito Education",3,0,0,2024-01-10,2024-05-17,1464235
10029261,"90 Up Limited",3,0,0,2023-12-04,2024-05-13,2130000
1012146,"Vitabiotics Limited",3,0,0,2004-12-15,2019-12-16,2200000
10174054,"Thompson Crosby & Co Ltd",3,0,0,2018-12-17,2019-12-01,4083200
1063450,"Regatta Ltd",3,0,0,2020-11-24,2023-01-23,7500000
10723430,"Global Education Holdings Ltd",3,0,0,2023-11-08,2026-04-13,6659300
10851000,"Southern Grove Pinfold Gate Limited",3,0,0,2018-07-02,2018-12-11,5165000
10949589,"Lazari Investments Limited",3,0,0,2019-04-02,2019-10-10,800000
11640625,"WESTMORLAND HOSPITALITY LIMITED",3,0,0,2021-03-08,2022-10-06,650000
12157895,"Activate Collective Ltd",3,0,0,2020-09-05,2021-04-29,1600000
12322967,"Real Change Lab Limited",3,0,0,2019-12-04,2019-12-11,8680000
12909694,"Workpermitcloud Limited",3,0,0,2023-11-17,2023-11-17,966714
1291023,"Lazari Investments Limited",3,0,0,2015-03-20,2017-08-01,750000
12952652 ?,"Sabre One Investments Ltd",3,0,0,2022-06-01,2025-03-14,2871584
13209849,"Bevan House (Cheltenham) Limited",3,0,0,2024-03-25,2024-06-05,900000
13391540,"Linchpin Private Equity Technology Services Limited",3,0,0,2023-01-31,2023-03-31,1824900
1363570,"Techtest Ltd",3,0,0,2008-04-18,2008-06-16,2500000
13697724,"Community Wind Power Limited",3,0,0,2025-01-05,2025-05-11,414000
1387774,"Conegate Limited",3,0,0,2014-12-15,2022-04-27,11250000
1402696,"T G Builders Merchants Ltd",3,0,0,2017-06-27,2021-12-08,1500000
1445081,"Adleyheath Limited",3,0,0,2019-08-30,2019-12-09,26000000
15504430,"DARNLEY CAPITAL LIMITED",3,0,0,2025-03-20,2025-12-03,3220000
1604821,"Heaton Holdingwws Ltd",3,0,0,2015-03-20,2019-11-21,2200000
1778942,"Norbrook Laboratories GB Ltd",3,0,0,2011-11-29,2012-06-14,17500000
1810877,"Memo Fashions Limited",3,0,0,2008-06-05,2019-08-22,800000
1869975,"Michael O'Mara Books Ltd",3,0,0,2019-08-08,2019-09-30,4000000
1932077,"Younger Homes (Northern) Ltd",3,0,0,2016-04-23,2017-12-31,527000
1988678,"Joint London Holdings Ltd",3,0,0,2007-12-07,2017-06-09,4500000
2006558,"Kerry London Ltd",3,0,0,2012-05-14,2012-05-17,2250000
201101,"IPGL Ltd",3,0,0,2008-12-11,2008-12-31,8821431
2033792,"FWS Carter and Sons Limited",3,0,0,2015-04-13,2019-11-28,750000
2090397,"Stringfellows Restaurants Ltd",3,0,0,2012-08-02,2015-06-11,565000
2122977,"Barnack Estates",3,0,0,2019-06-12,2021-05-11,1257701
2158998,"Galliard Homes Limited",3,0,0,2017-05-30,2019-12-06,1500000
2180612,"MF Freeman Ltd",3,0,0,2017-12-20,2019-03-14,590960
2362967,"THE SOMERSET CIDER BRANDY COMPANY LIMITED",3,0,0,2013-12-21,2015-11-28,1250000
23666,"Yorkshire Water Services Ltd",3,0,0,2011-06-08,2013-08-23,1500000
2366627,"Kelda Group plc - Sponsorship",3,0,0,2005-11-30,2008-06-13,1250000
2503270,"Knight Developments Ltd",3,0,0,2012-11-14,2014-07-23,1235000
2504047,"CRU Publishing Limited",3,0,0,2014-09-30,2016-06-30,11000000
2513251,"William Lamb Footwear Ltd",3,0,0,2008-05-02,2015-01-14,4500000
2571173,"MGN Limited",3,0,0,2002-11-22,2011-03-09,545000
2605194,"Anderson Construction Limited",3,0,0,2015-04-07,2019-07-24,1780000
2645035,"PAYMENT SYSTEMS EUROPE LIMITED",3,0,0,2016-12-13,2019-06-30,1500000
2700322,"Lizon Properties Ltd",3,0,0,2014-08-11,2019-11-21,950000
2707973,"Parking Places Limited",3,0,0,2017-05-22,2018-09-07,1000000
2714213,"Ashcorn Estates Limited",3,0,0,2017-11-03,2019-11-08,2700000
2756516,"Glyn Hopkin Limited",3,0,0,2013-09-27,2015-10-22,700000
2791967,"Cable (Cannock) Limited",3,0,0,2014-09-19,2021-03-31,750000
2805550,"Martek Joinery Ltd",3,0,0,2017-04-05,2019-11-15,840000
281384,"Thornhill Estates Limited",3,0,0,2009-06-25,2017-04-26,1000000
2829272,"MSG Commercial",3,0,0,2011-12-16,2019-11-06,2431400
2889070,"MSG Sandhurst Limited",3,0,0,2007-11-18,2021-11-25,2096485
2938988,"English Welsh and Scottish Railway Limited - Sponsorship",3,0,0,2005-07-20,2007-10-19,2700000
3039051,"ACIS Ltd - Sponsorship",3,0,0,2008-04-21,2008-06-30,840000
3063418,"Good Demolition Ltd",3,0,0,2017-05-08,2019-12-21,1100000
3080899,"Moundsley Hall Nursing Home",3,0,0,2013-05-17,2015-11-07,1352500
3107217,"Park Lane Properties (Leeds) Ltd",3,0,0,2005-03-15,2017-06-29,1800000
3123199,"Club La Costa (UK) PLC",3,0,0,2015-03-27,2019-12-09,6921800
3125671,"London & Bath Estates Group Ltd",3,0,0,2008-04-25,2012-07-12,2000000
3222384,"Chigwell (London) Ltd",3,0,0,2014-10-23,2019-12-21,2050000
3244215,"Scythian Ltd",3,0,0,2012-01-03,2013-07-26,3500000
3275554,"Extel Limited",3,0,0,2015-02-26,2019-11-01,439000
3488210,"Redwood Care Homes Ltd",3,0,0,2014-01-22,2014-10-22,550000
3841036,"Babyway International Limited",3,0,0,2011-03-02,2012-03-23,10160000
3923327,"XLCR Vehicle Management Ltd",3,0,0,2015-02-28,2019-06-11,1518741
40017,"Scarborough Liberal Club House Cmpany",3,0,0,2007-10-07,2011-09-19,1335000
4042865,"Evolution Fasteners (UK) ltd",3,0,0,2019-10-22,2024-05-31,1745500
41194,"Kingston Liberal Club Company Limited (The)",3,0,0,2008-06-30,2017-06-18,665000
4231841,"Northglen Investments Ltd",3,0,0,2019-11-14,2021-03-05,15500000
4250076,"(AQ) Networks Ltd",3,0,0,2022-12-19,2023-06-02,7500000
4351230,"Magdalen Hall Company Ltd",3,0,0,2009-03-31,2010-03-31,468750
4379769,"India First Ltd",3,0,0,2014-07-12,2014-12-31,1118800
443554,"Hartley Property Trust Ltd",3,0,0,2008-09-30,2009-09-30,1462500
4462966,"EIMS Ltd",3,0,0,2013-02-04,2016-08-22,1200000
4649177,"Second State Pizza Company Ltd",3,0,0,2014-03-06,2014-10-27,1361208
4955555,"SKILLS MATTER LIMITED",3,0,0,2017-12-08,2019-09-26,2284500
5153873,"Comfort Care Services UK Ltd",3,0,0,2014-11-12,2017-10-27,600000
5162052,"NFC Homes (East) Ltd",3,0,0,2019-11-07,2019-11-29,1300000
5195765,"UNEX GROUP HOLDINGS LIMITED",3,0,0,2017-06-02,2023-04-14,3500000
5297376,"B&S Property Ltd",3,0,0,2013-10-31,2014-07-10,3600000
5399187,"Square Peg Media",3,0,0,2013-05-25,2013-10-01,1010000
5539168,"HEPBURN BIO CARE UK LIMITED",3,0,0,2024-04-12,2024-07-01,4000000
570951,"Gough Bailey Wright Limited",3,0,0,2015-06-11,2018-09-07,558000
5887591,"Criterion Capital Ltd",3,0,0,2016-03-31,2017-05-27,5500000
5990548,"Quinn Wilson Estates (1) Ltd",3,0,0,2015-05-20,2019-12-21,2267205
6012066,"Regenesis Developments Ltd",3,0,0,2011-09-26,2012-06-07,2500000
6057433,"Europa Worldwide Group Limited",3,0,0,2021-08-24,2023-04-27,10750000
6260373,"Churchill Retirement Living Ltd",3,0,0,2015-02-25,2019-11-11,17250000
629619,"C Robertson Development Ltd",3,0,0,2004-06-13,2007-02-06,3014917
6413329,"Metro Living (London) Limited",3,0,0,2015-04-13,2017-04-27,1500000
6418541,"SKS BUSINESS SERVICES LTD",3,0,0,2018-04-11,2018-11-04,1500000
64585,"Morco Products Ltd",3,0,0,2015-01-26,2024-06-10,1350000
6473841,"Rainy City Investments Limited",3,0,0,2016-03-08,2017-05-10,37500000
6775786,"RST Residential Investments Ltd",3,0,0,2014-02-17,2017-04-24,1450000
6789840,"TFS BUYING LIMITED",3,0,0,2023-02-16,2023-11-01,3750000
6794647,"Future Management Services Limited",3,0,0,2015-03-10,2017-05-17,10840000
693394,"Dashwood Finance Company Ltd",3,0,0,2015-04-23,2017-07-07,2425000
7005644,"Sapinda UK Ltd",3,0,0,2011-05-18,2013-09-25,5550000
7238787,"Events Bars & Catering Limited",3,0,0,2015-02-27,2025-09-26,583264
7593021,"JFB Management Ltd",3,0,0,2015-04-01,2016-04-15,600000
7814568,"THE CITY PUB GROUP PLC",3,0,0,2019-11-29,2024-03-14,3000000
7834825,"Bright Spark Advertising",3,0,0,2014-05-22,2014-10-15,951000
7930476,"Brightfield Innovation Ltd",3,0,0,2014-12-23,2015-07-29,600000
8311613,"Imperial London Hotels Limited",3,0,0,2015-03-20,2017-06-02,1179900
8494048,"London Tea Exchange Ltd",3,0,0,2014-07-18,2015-03-17,2107500
864461,"Evans Hart Ltd",3,0,0,2012-08-03,2018-10-29,623740
8656212,"Tide Construction Ltd",3,0,0,2017-04-25,2019-11-28,700000
9019569,"Bloomberg Trading Facility Limited",3,0,0,2018-12-27,2022-06-30,20000000
9308098,"Aria Properties Limited",3,0,0,2017-05-09,2019-02-18,14000000
939109,"The A & S Leisure Group Ltd",3,0,0,2010-01-11,2012-01-18,7500000
955770,"Heligan Developments Ltd",3,0,0,2013-02-25,2014-09-12,1600000
958404,"Electoral Reform Society",3,0,0,2022-02-24,2023-10-01,2636580
958970,"Boston Consultancy Group Ltd",3,0,0,2008-07-17,2009-12-31,8970556
96056,"Fujitsu Services Ltd",3,0,0,2015-04-24,2019-06-25,5131700
9765900,"BrandIN Limited",3,0,0,2021-11-05,2022-06-16,1169732
IP00973R,"Chelmsford Star Co-operative Society Ltd",3,0,0,2008-09-15,2010-09-11,800000
IP09167R,"Wimbledon Labour Hall Co-operative Society Limited",3,0,0,2019-09-12,2025-12-31,1079200
IP10591R,"Southern Co-operatives Ltd",3,0,0,2008-05-29,2010-12-31,1998365
IP19007R,"Plymouth and South West Co-operative Society Ltd",3,0,0,2007-05-01,2008-07-24,4257100
IP19445R,"Conservative Club (Hatfield) Ltd",3,0,0,2002-12-04,2005-02-09,706000
NI30646,"Flagship Media Group Ltd",3,0,0,2003-03-27,2003-07-31,429355
OC311501,"King Sturge LLP",3,0,0,2008-05-30,2009-07-17,432500
OC357682,"SMITH SQUARE PARTNERS LLP",3,0,0,2022-05-03,2022-11-24,1620000
OC378396,"The Trinity Column Partners LLP",3,0,0,2017-06-22,2018-09-07,690380
OC395428 ?,"KNARESBOROUGH AVIATION LLP",3,0,0,2022-04-04,2022-05-28,3374269
SC045551,"Natwest Group PLC",3,0,0,2022-06-28,2022-08-28,1380166
SC051290,"OMNEGATHERUM PROPERTIES & INVESTMENTS LIMITED",3,0,0,2012-12-31,2015-08-01,1150000
SC098411,"John Clark (Holdings) Ltd",3,0,0,2005-05-15,2015-04-07,1297500
SC10541,"Strathvale Holdings",3,0,0,2002-12-01,2003-06-01,810000
SC105491,"Strathvale Holdings",3,0,0,2003-07-01,2010-02-11,470000
SC110660,"SCOTT-MONCRIEFF LIMITED",3,0,0,2016-12-31,2018-12-31,980000
SC134404,"W.M.Donnelly & Co.",3,0,0,2006-11-30,2008-08-31,240000
SC136365,"Hartmann Media",3,0,0,2013-02-28,2013-04-10,1005900
SC214505,"Hospital Ambulance Car Service Ltd",3,0,0,2009-11-12,2021-04-09,2850000
SC226766,"Airport Park and Ride Ltd",3,0,0,2009-04-30,2011-04-20,3695608
SC301809,"Balmoral Comtec Limited",3,0,0,2015-05-07,2017-06-14,2500000
SC301819,"Balmoral Comtec Ltd",3,0,0,2016-03-17,2017-11-23,4100000
SC475583,"Castle Water",3,0,0,2018-01-15,2019-01-15,1500000
SC586287,"Hero Brands Limited",3,0,0,2021-04-06,2026-01-15,17000000
SC646539,"Mister Singhs UK Limited",3,0,0,2025-12-04,2025-12-04,595000
2506998,"Sunstar Group Ltd",2,0,0,2014-05-24,2014-11-15,2210000
03763413 ?,"Andrew Brown Leisure Limited",2,0,0,2023-07-06,2024-03-14,1500000
4721061,"CJK Packaging Limited",2,0,0,2017-08-08,2019-11-21,500000
129450,"Liskeard Liberal Club Company Ltd",2,0,0,2011-09-30,2012-09-30,387000
7836110,"House Special Limited",2,0,0,2015-03-30,2015-05-11,500000
04119112?,"PLUMB PARTNERS GROUP LTD",2,0,0,2017-06-09,2017-06-09,400000
7844527,"Millgap Ltd",2,0,0,2019-08-05,2022-03-30,2334038
7853817,"Aventa Capital Partners",2,0,0,2013-07-15,2013-07-17,352000
472931,"Seabrook Crisps Ltd",2,0,0,2006-10-01,2006-10-01,2175000
03443568,"Transputec Ltd",2,0,0,2024-06-10,2024-06-10,500000
1716184,"Asian Trade Publication Ltd",2,0,0,2015-06-04,2016-11-17,1027600
1716891,"CFH DOCMAIL LTD",2,0,0,2017-05-27,2018-12-12,2200000
01784930,"Lowman Manufacturing Company Ltd",2,0,0,2001-04-09,2005-05-01,750000
00972107,"DFS Furniture Co PLC",2,0,0,2002-11-09,2002-11-09,450000
12954805,"Capsizing Creative Limited",2,0,0,2024-06-26,2024-06-26,1500000
12955173,"ATTIS INSURANCE BROKERS LTD",2,0,0,2022-06-13,2022-07-07,1200000
13019778,"Festival Bars Limited",2,0,0,2022-12-21,2023-11-20,1200000
13042257?,"CANVAS HOMES TEES BARRAGE LIMITED",2,0,0,2022-02-11,2022-06-13,1050000
07283514,"Duraseal EWI LTD",2,0,0,2024-01-17,2024-02-20,1480000
06214425,"Sleep Well Enjoy Life Ltd",2,0,0,2019-09-20,2024-05-31,1350000
4741413,"SLM Management Ltd",2,0,0,2021-06-16,2023-10-11,5000000
02255021,"Britania Ltd",2,0,0,2010-02-01,2010-09-30,387500
7962195,"Salisbury Kard Limited",2,0,0,2014-01-31,2014-07-22,10000000
00946986,"Kerr Mcgee Oil UK plc",2,0,0,2005-05-10,2005-10-10,2300000
1762000,"Gross-Hill Properties Limited",2,0,0,2017-05-05,2017-06-05,3499900
03434963,"Choiceforce Ltd",2,0,0,2004-03-01,2009-05-05,500000
4759694,"Packt Publishing Limited",2,0,0,2017-03-15,2017-06-03,1500000
1134860,"Berkeley Burke & Co Ltd",2,0,0,2013-07-11,2015-01-14,1000000
03912714,"WRBT90 LIMITED",2,0,0,2005-05-10,2023-12-29,735000
1136235,"Molyneux Management Services Ltd",2,0,0,2007-11-19,2008-05-15,2750000
03694213,"RAB Capital Plc",2,0,0,2001-03-07,2012-03-28,6000000
1782005,"City & Provincial Properties Limited",2,0,0,2021-11-05,2022-10-03,6375000
80612,"The Football League Limited",2,0,0,2023-05-31,2023-09-29,2500000
4795286,"Mint Partners Ltd",2,0,0,2007-11-02,2007-12-12,3050000
2575026,"MP Holdings Ltd",2,0,0,2007-12-04,2008-06-09,360000
09581395,"Acai Group Ltd",2,0,0,2023-02-16,2023-03-01,904000
08658132,"HCL TECHNOLOGIES UK LIMITED",2,0,0,2026-03-11,2026-05-15,1250000
05870526,"Cygnet Group Ltd",2,0,0,2009-11-20,2010-11-22,375000
01762000,"Gross Hill Properties",2,0,0,2022-07-25,2022-07-25,2975000
2589238,"Fitness Industry Association",2,0,0,2007-04-05,2007-06-06,538000
1800427,"Select Health Care Limited",2,0,0,2019-08-30,2020-03-06,2200000
10511843,"Speldhurst Services Limited",2,0,0,2020-02-03,2022-03-30,7500000
1323955,"Senator International Limited",2,0,0,2019-11-28,2022-04-11,5200000
09604183,"Maddox Gallery Limited",2,0,0,2020-03-06,2020-07-07,6000000
483844,"Broadland Properties Ltd",2,0,0,2009-06-15,2010-02-18,5500000
00934535,"Surbiton Property Company Ltd",2,0,0,2010-03-04,2010-04-09,2000000
3494284,"Unex Holdings Ltd",2,0,0,2019-06-07,2022-10-03,3375000
SC234280,"AG RENTALS (CADZOW) LIMITED",2,0,0,2009-04-20,2010-04-30,400000
1833364,"Kinvena Homes Ltd",2,0,0,2011-01-13,2018-09-25,562200
4858378,"Candela Capital Limited",2,0,0,2014-12-31,2015-06-30,1101138
8162579,"Floating Productions Ltd",2,0,0,2017-06-06,2017-06-06,2000000
8181601,"Hargenant Ltd",2,0,0,2018-11-23,2019-03-14,1500000
03912659,"OMNI FACILITIES MANAGEMENT LIMITED",2,0,0,2010-01-29,2024-05-29,5360000
4874840,"Mersey Film Ltd",2,0,0,2007-03-01,2007-03-20,585000
1840837,"Ivor Braka Ltd",2,0,0,2016-02-15,2017-04-19,1925095
01729478,"Huntsworth Plc",2,0,0,2009-08-03,2010-08-18,1800000
4883589,"Drax Power Limited",2,0,0,2018-04-16,2022-09-12,2160000
4886023,"Klassik Property Ltd",2,0,0,2018-02-08,2018-09-07,1100000
4886072,"Inmarsat PLC",2,0,0,2016-10-21,2017-08-09,4400000
02683801,"ResourceBank Recruitment Ltd",2,0,0,2005-04-29,2005-04-29,182800
8257284,"Acre Heathrow Limited",2,0,0,2021-11-02,2022-09-15,6000000
3508428,"Eco Skip Hire Ltd",2,0,0,2015-05-13,2017-06-15,1000000
05839104,"Store 4 U Limited",2,0,0,2024-03-14,2024-04-18,280000
3514329,"Oaklawn Ltd",2,0,0,2007-12-19,2008-06-02,3300000
3515315,"Collier & Madge PLC",2,0,0,2012-03-31,2012-06-30,440000
3522200,"Cameron Forecourt Ltd",2,0,0,2009-02-28,2009-08-17,41350
01713601,"Ilsley Holdings Limited",2,0,0,2007-02-02,2009-12-14,630000
3522614,"Orbian Management Ltd",2,0,0,2017-06-03,2019-11-21,1000000
3525459,"Inclusive Technology Ltd",2,0,0,2003-09-09,2005-07-22,1595000
03236337,"Hot Group Plc",2,0,0,2004-09-29,2005-04-04,2000000
07040124,"Dauson Environmental Group Ltd",2,0,0,2023-12-18,2024-01-11,20000000
02195897,"Mabey Development (South West)",2,0,0,2001-08-14,2002-12-19,999000
03234853,"Hastings Direct Ltd",2,0,0,2003-12-31,2004-12-31,333458
8338857,"ICB GENERAL BUILDING AND CIVIL ENGINEERING LTD",2,0,0,2023-12-07,2024-03-14,1200000
1333237,"Ruttle Plant Holdings Ltd",2,0,0,2025-01-13,2025-04-23,2000000
03675061,"Warrington Liberal Democrat Trust Company",2,0,0,2002-10-07,2005-04-14,423000
8364643,"Time Partners Limited",2,0,0,2014-07-10,2014-11-03,1150000
SC146494,"Robert Wiseman Dairies plc",2,0,0,2007-02-20,2009-01-05,500000
06764638,"Copeland Blue Limited",2,0,0,2020-07-07,2020-10-07,225000
07334504,"QUEENSWAY ADMIN LIMITED",2,0,0,2022-06-16,2022-09-02,820000
8388032,"Green Spinnaker Limited",2,0,0,2019-11-26,2021-03-02,900000
3559699,"Hanover Communications International Ltd",2,0,0,2011-09-09,2013-09-18,2025000
01682493,"Citylink Group Ltd",2,0,0,2010-02-23,2010-06-30,500000
3561597,"Reel Cinemas Ltd",2,0,0,2014-07-18,2019-03-13,684201
08189817,"Big Change Ltd",2,0,0,2019-05-24,2020-01-10,700000
8420924,"Nine hospitality Ltd",2,0,0,2015-07-27,2017-05-05,520051
08218934,"FPE Global (Holdings) Ltd",2,0,0,2013-11-01,2014-11-03,487500
8435185,"Lucky Generals Limited",2,0,0,2014-03-19,2014-06-11,6360983
13416482,"BPIC Network Limited",2,0,0,2024-03-18,2024-05-23,500000
08823586,"RMB Associates Limited",2,0,0,2024-11-04,2026-03-05,7500000
1344941,"Yelspa Ltd",2,0,0,2020-01-02,2020-08-11,250000
5033394,"BSN Capital Partners Limited",2,0,0,2008-05-01,2010-03-02,7000000
03415853,"Lola Cars International Ltd",2,0,0,2002-01-07,2010-03-10,450000
02668919,"Synseal Extrusions Ltd",2,0,0,2004-06-18,2007-06-28,5300000
02665634,"HBC Group",2,0,0,2004-04-02,2005-02-20,400000
5054046,"B&S Properties (London) Ltd",2,0,0,2011-09-23,2013-08-05,6200000
8524514,"Asha Group (UK)",2,0,0,2014-12-24,2015-04-01,795000
5057049,"Monte Properties Ltd",2,0,0,2015-03-31,2019-11-01,450000
5067848,"Hogarths Hotel Ltd",2,0,0,2017-05-08,2017-05-08,400000
01634730,"Braveshire Ltd",2,0,0,2001-05-14,2005-04-18,2000000
02661704,"Equity Partners Ltd",2,0,0,2002-02-22,2003-04-14,2000000
1163739,"Dhamecha Foods Ltd",2,0,0,2017-05-12,2021-10-29,5150000
2675276,"Middleton Enterprises Ltd",2,0,0,2019-01-14,2019-04-02,1300000
5095022,"Ixion Limited",2,0,0,2023-03-23,2023-06-23,502887
03892420,"Firoka (Heytrop Park)",2,0,0,2006-10-19,2015-03-13,1550000
04379769,"India First Limited",2,0,0,2013-06-30,2013-09-11,2290276
01618445,"Anthony Green and Spencer Ltd",2,0,0,2020-03-24,2020-03-24,2000000
11642197,"R&R (GREENFORD) LTD",2,0,0,2023-03-14,2023-03-31,2000000
3619340,"Opal Property Group",2,0,0,2008-04-25,2010-03-25,750612
06291448,"THE DERBYSHIRE HOTEL DERBY LIMITED",2,0,0,2024-05-17,2024-05-31,1000000
SC489009,"Rubric Limited",2,0,0,2019-11-13,2019-11-13,2000000
8677619,"DWP & Sons LTD",2,0,0,2020-11-12,2022-05-25,3350000
8704593,"Gompels HC Ltd",2,0,0,2020-02-11,2021-02-16,1700000
06781096,"KRNS Properties Limited",2,0,0,2015-01-24,2015-01-30,939288
09801842,"BAKER ESTATES LIMITED",2,0,0,2023-02-01,2025-11-19,700000
8734148,"MAVE (UK) Ltd",2,0,0,2016-11-04,2018-01-10,4000000
SC201964,"Forth Holdings Ltd",2,0,0,2007-04-19,2009-01-05,4500000
00824300,"Katsouris Brothers Ltd",2,0,0,2002-11-22,2006-01-17,2039172
00823907,"Asda Property Holdings Ltd",2,0,0,2004-07-22,2005-02-25,400000
13643603,"Valary Management Limited",2,0,0,2024-05-31,2024-06-26,750000
02154829,"Skipton Properties Ltd",2,0,0,2003-05-12,2004-07-01,2500000
02940032,"Lush",2,0,0,2010-04-24,2010-04-28,1000000
2714185,"Venson Automotive Solutions Ltd - Sponsorship",2,0,0,2007-06-20,2007-06-25,3437500
03749068,"Barnford Industries Limited",2,0,0,2009-02-17,2011-01-19,5000000
8809728,"Lost Images Limited",2,0,0,2022-08-14,2023-09-25,2000000
01606091,"Stockford Ltd",2,0,0,2010-05-13,2024-01-29,2000000
5180507,"Ibco Limited",2,0,0,2014-03-01,2019-11-14,500000
3660515,"Cubitt Consulting Ltd",2,0,0,2005-10-11,2007-12-12,375100
00812505,"The London Magazine And Associated Publication",2,0,0,2017-06-13,2018-03-26,1800000
00806646,"Love Lane Investments Ltd",2,0,0,2001-06-13,2001-07-31,752226
5187484,"Crombie Concessions Ltd",2,0,0,2009-12-31,2009-12-31,2296381
00151289,"Western United Investments Co Ltd",2,0,0,2006-03-31,2006-04-11,10471710
02153228,"Prowting Investments Plc",2,0,0,2003-09-01,2004-09-24,2000000
02938988,"English Welsh & Scottish Railways Ltd",2,0,0,2005-01-31,2007-04-16,1370000
03945695,"DLA Corporate Advisory Ltd",2,0,0,2001-11-21,2001-11-21,555400
2715840,"DM Electronics Ltd",2,0,0,2009-02-28,2009-03-30,115405
