company_registration_number,donor_name_as_published,donation_rows,rows_that_would_become_signals,distinct_members,first_accepted,last_accepted,total_pence
09295436,"SLOANE GABLE LIMITED",2,0,0,2021-11-19,2023-11-06,2000000
7023010,"Winetown Limited",2,0,0,2014-06-09,2015-05-11,2500000
0486739,"Oakpark Alamrs Security Services Limited",2,0,0,2024-06-13,2024-06-13,4000000
03299668,"Ministry of Sound Group Limited",2,0,0,2004-06-17,2019-11-15,1350000
04055328,"Attinger Jack Advertising Ltd",2,0,0,2004-04-16,2005-03-03,2000000
04876058,"Precis Holdings Ltd",2,0,0,2006-07-20,2006-11-17,655000
11128634,"Cantervale Limited",2,0,0,2019-06-13,2023-02-15,6250000
706445,"FM Conway LTD",2,0,0,2017-06-05,2019-12-05,1500000
03065139,"BAA Business Support Centre Ltd",2,0,0,2003-01-07,2004-05-28,465000
4410148,"BCMY Ltd",2,0,0,2009-07-16,2009-10-23,135236
04909746,"Cheil Europe Limited",2,0,0,2016-03-03,2016-04-29,11163300
1113771,"SOUTH MOLTON AND DISTRICT SOCIAL & LIBERAL DEMOCRATIC CLUB LIMIT",2,0,0,2015-03-15,2016-08-31,3345858
11140439,"W Marketing Limited",2,0,0,2021-06-18,2022-03-29,10000000
3211350,"Eco-Solutions Ltd",2,0,0,2013-12-31,2015-12-04,500000
01229635,"Dorchester Hotel Ltd",2,0,0,2005-11-10,2015-03-30,529000
442370,"Gravelly Hill Unionist (Buildings) Ltd",2,0,0,2014-10-02,2017-05-25,500000
00011820,"Leigh Conservative Club Building Co Ltd",2,0,0,2001-06-09,2005-05-27,432412
15470511,"THOX LIMITED",2,0,0,2026-03-11,2026-03-24,1960000
06690158,"Howard Tenens Limited",2,0,0,2019-03-14,2019-08-16,1200000
04979869,"The Village Shopping Centre",2,0,0,2006-12-02,2007-06-13,350000
719573,"Yew Lodge Limited",2,0,0,2017-05-02,2019-11-21,850000
07976020,"Pietas Consulting Ltd",2,0,0,2014-11-11,2014-11-11,507612
23667,"Northumbrian Water Limited (Sponsorship)",2,0,0,2008-11-12,2008-11-19,532000
7200059,"Asian Affairs Limited",2,0,0,2015-05-27,2019-05-07,400000
04982959 ?,"Charles McDowell Properties Ltd",2,0,0,2022-05-30,2022-07-28,1250000
04519193,"Lucid Direct Ltd",2,0,0,2006-05-08,2006-05-08,270000
01213288,"Streamline Office Services Ltd",2,0,0,2002-08-30,2002-08-30,108601
03460255,"Ashall Plc",2,0,0,2003-11-04,2005-01-31,1300000
01198007,"Ferring Pharmaceuticals Ltd",2,0,0,2013-12-31,2014-08-22,20024840
05010380,"FC Fund Managers Ltd",2,0,0,2014-03-07,2014-03-31,437564
2366852,"EDF Energy PLC",2,0,0,2003-10-27,2005-09-19,1200000
01892516,"Mabey Holdings Ltd",2,0,0,2004-03-26,2005-04-28,999000
04517621,"Delancey Real Estate Asset Management Ltd",2,0,0,2010-05-04,2020-01-07,15000000
05030210,"MEDIHEALTH (NORTHERN) LIMITED",2,0,0,2010-04-21,2024-07-03,600000
02808347,"Beech Hill Residential Investments Ltd",2,0,0,2014-11-24,2025-02-04,800000
72290,"Hindmarch Properties Limited",2,0,0,2011-04-15,2017-05-17,375000
4454838,"Project Associates Ltd",2,0,0,2011-12-05,2012-12-11,2450000
06947792,"Landcap Ltd",2,0,0,2017-06-27,2019-12-19,575000
725875,"Howden Group UK Ltd",2,0,0,2016-10-03,2017-10-01,2000000
00089767,"Southend United Football Club Ltd",2,0,0,2004-11-10,2005-02-08,900000
3246436,"London and City Credit Corporation Limited",2,0,0,2015-04-01,2017-06-13,800000
4470767,"London Diversified Fund Management (UK) Ltd",2,0,0,2004-02-27,2007-12-18,1550000
4483789,"China Tang London Ltd",2,0,0,2012-11-05,2015-12-22,2430000
02350537,"Polemarch Industrial Ltd",2,0,0,2009-02-17,2009-10-15,300000
01136375,"Giles W Pritchard-Gordon & Co",2,0,0,2010-03-17,2017-05-24,1000000
7306402,"WA CAPITAL LIMITED",2,0,0,2019-11-14,2019-11-14,100000000
05071454,"Mint Equities Ltd",2,0,0,2009-01-21,2009-03-12,1225000
01125318,"Clifton Rubber Company Limited",2,0,0,2002-04-08,2003-03-19,350000
01117535,"Buckland Securities Ltd",2,0,0,2001-05-14,2002-03-25,2000000
01888633 ?,"CHARLES JACKSON & CO. LIMITED",2,0,0,2023-01-26,2024-02-28,600000
07251600,"York Potash Ltd",2,0,0,2018-06-22,2019-09-30,875000
03293208,"Future Pipe Ltd",2,0,0,2005-04-12,2009-08-06,10000000
1259568,"Glentree Estates Limited",2,0,0,2013-06-21,2013-06-21,1265000
736066,"Annabel's (Berkeley Square) Ltd",2,0,0,2014-07-10,2015-05-14,12000000
4512575,"Chadwick Brothers Limited",2,0,0,2014-12-20,2015-01-21,500000
02343583,"Buckley Jewellery Ltd",2,0,0,2010-11-23,2013-05-28,4500000
01096078,"The Eveline Day Nursery Schools Ltd",2,0,0,2010-04-08,2015-03-25,700000
7365301,"OSL Rail Ltd",2,0,0,2015-02-16,2015-03-15,1000000
03058700?,"CHER VARYA GROUP LIMITED",2,0,0,2017-06-02,2017-06-10,700000
05147273,"Overgoal Limited",2,0,0,2008-01-13,2008-12-15,1000000
11193960,"Cabaret Club (West End) Ltd",2,0,0,2019-06-20,2019-08-21,1000000
05683279,"Goodcare Ltd",2,0,0,2025-01-21,2025-01-27,1500000
03595033,"Trotter & Co Limited",2,0,0,2009-12-16,2015-03-02,699900
SC157180,"Choices Community Care Services Ltd",2,0,0,2002-03-01,2002-03-01,264000
11206086,"Stoic Roofing and Construction Limited",2,0,0,2023-06-22,2024-01-29,1500000
7412353,"Three Daggers (Operating) Ltd",2,0,0,2015-02-19,2015-12-21,3000000
1263890,"Aubrery Allen Ltd",2,0,0,2009-07-27,2009-11-13,147000
4531825,"Highgrove Beds Ltd",2,0,0,2016-05-05,2017-09-29,600000
03288803,"Broadland Properties Ltd",2,0,0,2006-02-14,2007-02-01,8500000
05218378,"Halifax College (UK) Ltd",2,0,0,2009-07-31,2009-09-22,500000
05826545,"Noble Foods Ltd",2,0,0,2010-05-05,2011-11-23,7547500
05228178,"Skidmore Medical Ltd",2,0,0,2009-10-22,2010-06-08,871925
05243456,"CVS Management Ltd",2,0,0,2007-01-09,2007-04-18,11800000
05948614,"WhiteHouse Leisure Park Ltd",2,0,0,2021-03-01,2024-07-02,550000
01087016,"Slough Estates Finance PLC",2,0,0,2001-05-14,2002-04-16,7500000
11214031,"Our Future Our Choice (OFOC)",2,0,0,2019-12-07,2019-12-07,4000000
7486R,"Slough Labour Memorial Hall Ltd",2,0,0,2019-05-21,2019-10-04,439500
04263139,"C2HM Hill Services Ltd",2,0,0,2010-07-16,2012-09-12,1660000
4562847,"Electrical Design and MFG CO Limited",2,0,0,2018-12-19,2019-11-14,750000
7540740,"London Film Museum (Covent Garden) Ltd",2,0,0,2013-01-23,2013-05-02,1290000
246356,"Flowidea Ltd",2,0,0,2008-12-02,2008-12-09,1500000
4570563,"Environmental Futures Ltd",2,0,0,2009-07-20,2009-11-23,200000
7552842,"Maximum Fun Devon Ltd",2,0,0,2015-04-13,2017-12-05,500000
01082430,"Abercrombie & Kent Ltd",2,0,0,2001-11-01,2016-03-21,4400000
01843647,"South Derbyshire Clay Co. Ltd.",2,0,0,2007-03-29,2007-07-28,1400000
1123043,"Dunelm Optical Co. Ltd",2,0,0,2015-02-02,2017-05-21,400000
04452809,"Dignity in Dying",2,0,0,2024-02-09,2025-01-01,2077500
01055977,"Michael R Dalby Ltd",2,0,0,2007-06-30,2007-06-30,170000
04250076 ?,"(AQ) Networks Ltd",2,0,0,2022-04-27,2022-06-13,2800000
SC438026,"Wallyford Day to Day Supermarket Limited",2,0,0,2014-09-02,2015-03-02,700000
1607620,"Picture Production Company Ltd",2,0,0,2005-04-19,2005-05-18,13640000
7594629,"Hammill Properties Ltd",2,0,0,2015-03-09,2019-12-21,750000
10380269,"Global Mutual Properties Ltd",2,0,0,2025-06-13,2025-06-20,2500000
05423433,"Dragonstaff Ltd",2,0,0,2011-03-11,2011-06-06,200000
4594685,"Warfet Trading Limited",2,0,0,2019-09-30,2019-09-30,1000000
3325624,"Paktech Limited",2,0,0,2023-06-29,2023-06-29,1000000
7666227,"DUADATA LIMITED",2,0,0,2023-04-04,2023-07-06,1726000
03448194 ?,"Ultralux Window Systems",2,0,0,2023-08-23,2024-01-10,1267000
247378,"Beeson and Sons Ltd",2,0,0,2017-05-14,2019-01-16,570000
03594950,"Medical and Professional Services Limited",2,0,0,2024-06-10,2024-06-10,4000000
2474707,"A Day In The Country Limited",2,0,0,2017-03-10,2018-03-28,400000
01031124,"Villagate Properties Ltd",2,0,0,2007-05-30,2007-08-30,900000
05525758,"Campbell Rigg International Ltd",2,0,0,2009-10-10,2010-10-08,410000
SC153495,"Hydracat Limited",2,0,0,2010-07-22,2010-07-26,1750000
03004481,"RAYNE PRECISION ENGINEERING LIMITED",2,0,0,2023-07-11,2024-05-22,1700000
462299,"Area Properties Ltd",2,0,0,2008-04-30,2008-10-22,122527
4626810,"Hundred Percent Management",2,0,0,2005-04-07,2005-05-04,5500000
04422227,"Fizz Fireworks Ltd",2,0,0,2006-03-20,2007-02-01,1904000
1624297,"Microsoft Limited",2,0,0,2009-12-31,2024-04-30,4875000
3364585,"GMI Holdings Limited",2,0,0,2001-06-01,2001-08-01,700000
04421012,"R20 Ltd",2,0,0,2004-12-22,2006-03-31,5962005
03284117,"EIM (United Kingdom) Ltd",2,0,0,2007-07-16,2011-01-21,7500000
7751278,"Nexus Schools Ltd",2,0,0,2015-03-02,2015-04-24,1000000
03575038,"Price Waterhouse Coopers",2,0,0,2001-05-31,2001-05-31,1900000
3368495,"Neal Soil Suppliers",2,0,0,2018-10-28,2018-11-30,1950000
3371246,"Hartham Park Limited",2,0,0,2017-06-19,2017-07-05,420000
1283914,"Butterfield Sign Service Limited",2,0,0,2014-10-08,2019-12-10,450000
7799060,"Entourage Concierge Limited",2,0,0,2016-07-01,2017-02-28,5000000
10414495,"Dholak Properties Limited",2,0,0,2023-04-18,2023-06-13,1630000
00160199,"Rochdale Reform Building Co Ltd",2,0,0,2005-10-24,2010-05-18,379300
00175423,"Amos Nelson Ltd",2,0,0,2015-02-23,2015-02-23,370000
1129055,"Belton Farm Limited",2,0,0,2019-12-10,2021-12-14,950000
04402220,"Network Rail Ltd",2,0,0,2006-02-28,2006-12-31,1100000
126972,"International Motors Ltd",1,0,0,2008-12-31,2008-12-31,384432
03288386,"B. & E. Boys Limited",1,0,0,2015-09-25,2015-09-25,500000
1272131,"Damac Transporters Ltd",1,0,0,2009-04-22,2009-04-22,160000
127434,"Keltbray Ltd",1,0,0,2008-10-10,2008-10-10,1100000
03287616 ?,"Farmglade Limited",1,0,0,2022-05-30,2022-05-30,500000
1274885,"Fluor Ltd - Sponsorship",1,0,0,2007-04-25,2007-04-25,510000
1283039,"Modus Ltd",1,0,0,2022-10-04,2022-10-04,362813
SC191507,"TWM Scotland Ltd",1,0,0,2001-06-01,2001-06-01,350000
03281866,"Law Business Research Ltd",1,0,0,2001-03-27,2001-03-27,150000
03276116,"Deans Food Group Ltd",1,0,0,2009-12-04,2009-12-04,5000000
SC195621,"J H Civil Engineering Limited",1,0,0,2025-05-16,2025-05-16,300000
1295299,"SeeWoo Foods Limited",1,0,0,2012-05-10,2012-05-10,500000
13057020,"GROW MOVEMENT LTD",1,0,0,2023-03-31,2023-03-31,200000
03275554,"Extel Limited",1,0,0,2021-12-29,2021-12-29,780000
13097787,"THE THREE HORSE FIELD GROUP LIMITED",1,0,0,2025-05-15,2025-05-15,1000000
03255728,"Participation Limited",1,0,0,2024-05-23,2024-05-23,495000
13116068,"New Homes Qaulity Board LTD",1,0,0,2026-07-14,2026-07-14,2100000
03255520,"Bridges Estate Agents Ltd",1,0,0,2009-12-14,2009-12-14,200000
03252377,"Farm Assist Ltd",1,0,0,2001-05-13,2001-05-13,500000
13179194,"D & S CATERING LIMITED",1,0,0,2023-11-01,2023-11-01,591500
SC198834,"TSD Production Company Ltd.",1,0,0,2002-06-20,2002-06-20,122000
1321615,"Langley Holdings",1,0,0,2019-12-03,2019-12-03,1000000
13220914,"Osprey Brands Ltd",1,0,0,2024-05-15,2024-05-15,1260000
03244215,"Scythian Ltd",1,0,0,2006-09-21,2006-09-21,800000
03239210,"Metropole Properties Limited",1,0,0,2015-05-22,2015-05-22,200000
13293372,"Aquarius Bio Limited",1,0,0,2024-04-23,2024-04-23,1000000
1331351,"Hills Building Group Ltd",1,0,0,2019-12-03,2019-12-03,200000
03232353,"Basic Style Ltd",1,0,0,2001-07-10,2001-07-10,300000
1334260,"Interfish Ltd",1,0,0,2017-05-13,2017-05-13,2000000
13350126,"HARTSHILL MANAGEMENT LTD",1,0,0,2023-04-12,2023-04-12,500000
13363238,"The Website Mentor Ltd",1,0,0,2023-05-02,2023-05-02,900000
03230915,"Woodlands Estates Limited",1,0,0,2008-11-21,2008-11-21,250000
SC200060,"Brandon Homes (Scotland) Limited",1,0,0,2002-03-01,2002-03-01,120000
03222384,"Chigwell (London) Ltd",1,0,0,2020-01-17,2020-01-17,202500
13534335,"Diversity Umbrella Ltd",1,0,0,2023-05-17,2023-05-17,170630
03217625,"Kensington & Chelsea Aviation Ltd",1,0,0,2007-06-30,2007-06-30,669750
13538670,"Aura (Gas) Holdings Ltd",1,0,0,2025-03-21,2025-03-21,800000
13562398,"Reclaim The Media ltd",1,0,0,2024-06-25,2024-06-25,500000
1361043,"Palmebourne Engineering Ltd",1,0,0,2001-02-21,2001-02-21,110000
13610618,"ZoomInfo UK LTD",1,0,0,2023-08-23,2023-08-23,2780428
03212208,"Teal Patents Ltd",1,0,0,2015-08-04,2015-08-04,175000
03208381,"Ellisons Solicitors Ltd",1,0,0,2016-11-09,2016-11-09,250000
03203730,"Red Fig Group Ltd",1,0,0,2005-02-18,2005-02-18,150000
03199148,"Zenith Hygiene Systems Limted",1,0,0,2014-07-07,2014-07-07,1000000
1366132,"Air Foyle Ltd",1,0,0,2008-05-27,2008-05-27,500000
03195134,"System Group Limited",1,0,0,2019-12-03,2019-12-03,500000
SC202190,"A V L Media Ltd",1,0,0,2004-04-06,2004-04-06,600000
03186655,"Hills Ltd",1,0,0,2010-05-04,2010-05-04,200000
137401182,"Zarah Sultana Campaigns Ltd",1,0,0,2025-11-27,2025-11-27,7006782
137552,"W & J Linney Ltd",1,0,0,2009-02-06,2009-02-06,305853
03180157,"Erinstar Ltd",1,0,0,2015-03-24,2015-03-24,500000
03179504,"MARSDENS C.S. LIMITED",1,0,0,2022-04-26,2022-04-26,250000
03178081,"OUT OF EDEN LIMITED",1,0,0,2026-03-12,2026-03-12,2000000
138769,"Caparo Group Limited",1,0,0,2008-10-23,2008-10-23,225000
SC202669,"KDM SHOPFITTING LIMITED",1,0,0,2021-02-02,2021-02-02,250000
13887045,"Stonehaven Global Holdings Limited",1,0,0,2025-05-30,2025-05-30,720000
139286,"Bestway Holding Ltd",1,0,0,2008-11-09,2008-11-09,600000
03162759,"Furrow Holdings Limited",1,0,0,2015-03-12,2015-03-12,200000
03161821,"The Princes Trust Trading Ltd",1,0,0,2008-01-21,2008-01-21,1005000
13986063,"SILVER ASSEMBLY LTD",1,0,0,2026-02-23,2026-02-23,500000
13987269,"GMS Partnership Ltd",1,0,0,2023-12-20,2023-12-20,1000000
03161044,"UK Stores Ltd",1,0,0,2017-06-07,2017-06-07,200000
SC204920,"Euronova Asset Management",1,0,0,2005-03-20,2005-03-20,500000
14031664 ?,"R M Properties International",1,0,0,2023-02-14,2023-02-14,500000
03159060,"Ryedowns Ltd",1,0,0,2005-05-16,2005-05-16,200000
1404584,"Aagaard Hanley Ltd",1,0,0,2006-10-12,2006-10-12,1161250
14091910,"Sydney & Glasgow Properties Ltd",1,0,0,,,2500000
1411531,"BRAZIMOOR LIMITED",1,0,0,2017-06-30,2017-06-30,270000
14118647,"Manchester Accommodation Business Improvement District Limited",1,0,0,2024-12-08,2024-12-08,2000000
14167772,"KAMANJAB 72 LTD",1,0,0,2023-11-29,2023-11-29,500000
141748,"Express Newspapers Limited",1,0,0,2017-06-04,2017-06-04,7680000
1419119,"Eaglesham Properties Ltd",1,0,0,2019-12-16,2019-12-16,4500000
03148549,"I-CD Publishing Ltd",1,0,0,2010-02-23,2010-02-23,300000
1425062,"Georgemead Limited",1,0,0,2015-03-16,2015-03-16,250000
14262393,"DC01 UK Limited",1,0,0,2025-05-04,2025-05-04,2000000
14279215,"MN Global Services Limited",1,0,0,2023-07-17,2023-07-17,2000000
14292630,"Labour Climate and Environment Forum",1,0,0,2024-02-17,2024-02-17,2000000
03146580,"Hargreave Hale Ltd",1,0,0,2012-08-02,2012-08-02,175000
1430800,"Stalbury Trustees",1,0,0,2009-03-31,2009-03-31,357290
14311135,"NIDIVO LTD",1,0,0,2026-03-18,2026-03-18,1400000
1437000,"Currie Motors Ltd",1,0,0,2009-05-14,2009-05-14,300000
SC207004,"Scottish Power Limited - Sponsorship",1,0,0,2009-12-10,2009-12-10,700000
1446485,"Lakeside Developments Limited",1,0,0,2015-04-11,2015-04-11,200000
1448919,"Stephen Anthony Zimmerman",1,0,0,2022-12-01,2022-12-01,2500000
1451139,"Penmarric PLC",1,0,0,2004-10-25,2004-10-25,300000
03135665,"Olympic (South) Ltd",1,0,0,2010-10-22,2010-10-22,860000
14543238,"Legatum Institute Limited",1,0,0,2023-12-01,2023-12-01,5000000
1458205,"Sunley Holdings Limited",1,0,0,2019-12-21,2019-12-21,1000000
1461516,"Epson (UK) Ltd",1,0,0,2018-05-29,2018-05-29,1100000
14637260,"Spring Bliss (UK) Consulting Company Limited",1,0,0,2023-05-16,2023-05-16,5000000
03131198,"Amek Investments Limited",1,0,0,2007-03-15,2007-03-15,200000
1467161,"Bramall Construction",1,0,0,2004-05-13,2004-05-13,200000
14691248,"SAFETY FIRST TRAFFIC SOLUTIONS LIMITED",1,0,0,2023-12-01,2023-12-01,200000
03129594,"Dewberry Redpoint Ltd",1,0,0,2015-01-28,2015-01-28,300000
1476447,"DEANWAY PROPERTIES LIMITED",1,0,0,2019-11-22,2019-11-22,250000
14790318,"Alphaashley Limited",1,0,0,2024-07-02,2024-07-02,1000000
1479520,"Hever Castle Limited",1,0,0,2019-05-09,2019-05-09,912114
03110665,"Saracens Limited",1,0,0,2014-04-11,2014-04-11,200000
148476,"E P Barrus Ltd",1,0,0,2019-11-26,2019-11-26,200000
03105656,"Hughes Safety Showers Limited",1,0,0,2015-04-24,2015-04-24,167975
03103760,"RTA Properties Ltd",1,0,0,2006-11-21,2006-11-21,2250000
14926,"Alan Bown (Margate) Ltd",1,0,0,2008-10-31,2008-10-31,1263700
03098695,"Trafalgar Risk Mangement & Insurance Consultancy Ltd",1,0,0,2003-11-11,2003-11-11,400000
03092987,"UNIVERSAL FLEXIBLE PACKAGING LIMITED",1,0,0,2024-03-28,2024-03-28,500000
1505168,"Page Litho Ltd",1,0,0,2009-10-28,2009-10-28,214100
15152R,"Gravesend Labour Properties Limited",1,0,0,2024-03-08,2024-03-08,499900
151853,"Weldon Plant Limited",1,0,0,2008-12-08,2008-12-08,200000
03083593,"Vale of Mowbray Limited",1,0,0,2015-05-14,2015-05-14,200000
03080899,"Moundsley Hall Nursing Home Ltd",1,0,0,2006-07-04,2006-07-04,500000
03080385,"Dial-a-Phone Ltd",1,0,0,2002-12-31,2002-12-31,633461
03079925,"Brookstream Properties Limited",1,0,0,2010-04-07,2010-04-07,1000000
03079647,"Winners Property Company Limited",1,0,0,2016-04-18,2016-04-18,1000000
1534942,"The Leisure Database Co. Ltd.",1,0,0,2012-05-10,2012-05-10,250000
15376268,"ORION TECHNOLOGY SERVICES LTD",1,0,0,2026-03-19,2026-03-19,500000
03064811,"JCB World Brands Ltd",1,0,0,2002-11-27,2002-11-27,100970
154962,"Control Energy Costs Ltd",1,0,0,2008-10-20,2008-10-20,1000000
00167004,"John E. Fells and Sons Ltd",1,0,0,2015-03-30,2015-03-30,180000
03062319,"The London Furnishing Company",1,0,0,2015-03-17,2015-03-17,200000
15562623,"Ravenswick Hall Farms Ltd",1,0,0,2025-09-03,2025-09-03,6700000
03060423,"Audiocall Limited",1,0,0,2010-05-27,2010-05-27,500000
156663,"Helical Bar Plc",1,0,0,2001-03-07,2001-03-07,1000000
1566688,"SELECTIVE MARKETPLACE LIMITED",1,0,0,2017-06-07,2017-06-07,1000000
03057067,"ASHTON LODGE LIMITED",1,0,0,2024-07-28,2024-07-28,500000
03035546,"T. Bro Investment Ltd",1,0,0,2013-10-15,2013-10-15,300000
03034706,"Warwick Holdings Ltd",1,0,0,2010-03-26,2010-03-26,300000
03034142,"The Hearsum Family Limited",1,0,0,2015-06-30,2015-06-30,200000
03020522,"HCA International Ltd",1,0,0,2010-08-18,2010-08-18,850000
15877623,"ONE&ONLY ASSET MANAGEMENT LTD",1,0,0,2026-03-31,2026-03-31,1000000
03016148,"Stamford Property Company Ltd",1,0,0,2024-05-31,2024-05-31,500000
1601961,"Transilluminate Limited",1,0,0,2024-03-21,2024-03-21,25000000
160199,"Rochdale Reform Buildingds Ltd",1,0,0,2011-04-09,2011-04-09,200000
1602203,"Clifton Packaging Ltd",1,0,0,2005-04-01,2005-04-01,200000
03015689,"Supersave Food & Wine Limited",1,0,0,2010-05-06,2010-05-06,250000
03012870,"Rapid Support Services Ltd",1,0,0,2010-04-06,2010-04-06,200000
SC208835,"S M Namana Ltd",1,0,0,2007-03-09,2007-03-09,120000
1611881,"Colmore Trust Ltd",1,0,0,2005-09-09,2005-09-09,500000
1612988,"Pemican Ltd",1,0,0,2010-02-16,2010-02-16,200000
16196865,"BH Knightsbridge Ltd",1,0,0,2025-03-22,2025-03-22,2500000
03011029,"Wales and West Passenger Trains",1,0,0,2001-04-12,2001-04-12,150000
16243,"Microsoft Ltd",1,0,0,2008-12-31,2008-12-31,1012000
1627434,"Mandeville Hotel Limited",1,0,0,2014-11-24,2014-11-24,100000
1633971,"Northern & Shell PLC",1,0,0,2017-09-29,2017-09-29,1000000
03003693,"M & C Saatchi Ltd",1,0,0,2002-06-24,2002-06-24,2500000
1651205,"Southwark Metals",1,0,0,2012-05-15,2012-05-15,500000
03003157,"The London Basement Co.",1,0,0,2006-11-27,2006-11-27,105800
1664824,"XIROS LIMITED",1,0,0,2017-05-01,2017-05-01,200000
03002686,"Portland Harbour Authority Ltd",1,0,0,2010-04-04,2010-04-04,200000
169536,"Dorica",1,0,0,2019-12-31,2019-12-31,375000
02989643,"Prospero Biotech Ltd",1,0,0,2015-01-23,2015-01-23,1000000
1722436,"Pacific Investments PLC",1,0,0,2012-04-10,2012-04-10,2500000
1729478,"Huntsworth Plc",1,0,0,2011-08-24,2011-08-24,1550000
172948,"Huntsworth Plc",1,0,0,2008-10-10,2008-10-10,1210000
1741045,"De Brus Marketing Services",1,0,0,2001-04-24,2001-04-24,300000
174234,"Mere Golf & Country Club Limit",1,0,0,2008-10-23,2008-10-23,650000
1753134,"HR Owen Plc",1,0,0,2008-05-13,2008-05-13,300000
1764876,"OPAL Limited",1,0,0,2022-07-13,2022-07-13,1000000
02977763,"Thornwood Investments Ltd",1,0,0,2004-10-28,2004-10-28,250000
1769005,"Crosby Homes Special Projects",1,0,0,2004-04-26,2004-04-26,400000
02976824,"Future Management Ltd",1,0,0,2016-11-02,2016-11-02,800000
SC209564,"Gateside Property Limited",1,0,0,2010-02-19,2010-02-19,300000
1796207,"Helena Laboratories Ltd",1,0,0,2016-04-21,2016-04-21,200000
179851,"Clerewell Ltd",1,0,0,2008-12-22,2008-12-22,1250000
02972249,"Contact Recruitment Limited",1,0,0,2007-06-06,2007-06-06,600000
SC209640,"Airlink Group",1,0,0,2009-09-07,2009-09-07,1120000
1813064,"Alara Wholefoods",1,0,0,2022-03-31,2022-03-31,200000
02971884,"Richmond Cars Ltd",1,0,0,2010-04-14,2010-04-14,627400
1839722,"ELBROOK (CASH & CARRY) LIMITED",1,0,0,2018-12-12,2018-12-12,1000000
18459,"Empire Direct Plc",1,0,0,2008-11-07,2008-11-07,120000
1845901,"Empire Direct Plc",1,0,0,2007-11-18,2007-11-18,160000
02970761,"F. Vindis and Sons (Bedford) Ltd",1,0,0,2016-04-25,2016-04-25,300000
1866716,"SITA Waste Limited",1,0,0,2011-09-25,2011-09-25,873000
02969951,"Drew Smith Homes Limited",1,0,0,2010-06-28,2010-06-28,250000
SC212064,"Forrest Media Limited",1,0,0,2015-05-01,2015-05-01,500000
1874667,"Renewable UK Association",1,0,0,2023-08-02,2023-08-02,900000
1877389,"Deen & Co Ltd",1,0,0,2008-05-15,2008-05-15,500000
02961536,"Corran (Wakefield) Limited",1,0,0,2009-12-21,2009-12-21,500000
1897255,"Delta Cloud Ltd",1,0,0,2001-05-14,2001-05-14,200000
02960792,"Econogas Limited",1,0,0,2007-04-26,2007-04-26,141416
02954204,"Holiday Autos International Ltd",1,0,0,2002-07-30,2002-07-30,1000000
1908967,"Independent News & Media Ltd",1,0,0,2011-09-21,2011-09-21,904000
1913634,"HT&Co (Drinks) Ltd",1,0,0,2017-06-05,2017-06-05,200000
02950742,"Craftrule Limited",1,0,0,2019-09-10,2019-09-10,1000000
1915771,"VT Group plc - Sponsorship",1,0,0,2007-10-08,2007-10-08,1175000
192684,"Knauf Insulation Ltd",1,0,0,2008-12-31,2008-12-31,433990
SC212524,"Airtricity - Sponsorship",1,0,0,2007-03-05,2007-03-05,200000
193471,"Hobson Industries Limited",1,0,0,2008-12-10,2008-12-10,200000
1938473,"Fairfax Saddles",1,0,0,2019-11-14,2019-11-14,500000
1945392,"Whispering Smith Limited",1,0,0,2023-05-22,2023-05-22,5000000
02946966,"Printank Ltd",1,0,0,2010-09-24,2010-09-24,509945
1968614,"Workers Beer Company Ltd",1,0,0,2005-04-12,2005-04-12,200000
02942366,"Toledo Productions Limited",1,0,0,,,50000000
1971677,"Crescent Petroleum Company International Ltd",1,0,0,2019-02-20,2019-02-20,2000000
02938776,"Oliver Valvatek Ltd",1,0,0,2009-02-12,2009-02-12,700000
1983857,"Chime Communications plc",1,0,0,2008-05-12,2008-05-12,1500000
SC213459,"Scottish and Southern Energy Power Distribution Limited",1,0,0,2025-02-27,2025-02-27,320000
198905028E,"Reef Enterprise Pte Ltd",1,0,0,2019-09-19,2019-09-19,929700
1989106,"Lancehawk",1,0,0,2024-01-17,2024-01-17,900000
02937518,"Carlton Television Ltd",1,0,0,2001-11-19,2001-11-19,250000
199179,"Flexible Securities Ltd",1,0,0,2008-12-10,2008-12-10,5000000
02937399,"HIG Services Limited",1,0,0,2015-04-10,2015-04-10,1500000
1P11216R,"Bedworth Conservative Club",1,0,0,2005-04-27,2005-04-27,110000
20011009,"IPGL Ltd",1,0,0,2008-04-09,2008-04-09,500000
2001524,"Activepine Limited",1,0,0,2025-04-16,2025-04-16,8000000
2001626,"CBA Enterprises Ltd",1,0,0,2001-05-14,2001-05-14,250000
02924797,"The Banbury House Hotel",1,0,0,2003-09-26,2003-09-26,120000
SC214171,"SHEFER LIMITED",1,0,0,2019-05-23,2019-05-23,200000
2009019,"Veetee Rice Ltd",1,0,0,2004-12-06,2004-12-06,700000
TSSA10,"Transport Salaried Staff Association",1,0,0,2010-07-13,2010-07-13,100000
02923018,"Jeroboams Shops Limited",1,0,0,2026-01-26,2026-01-26,300000
2028013,"Damac Bulk Handling Ltd",1,0,0,2009-04-23,2009-04-23,170000
2029888,"Oceanic Jewellers Ltd",1,0,0,2007-12-05,2007-12-05,2500000
202989,"Oceanic Jewellers Ltd",1,0,0,2008-11-11,2008-11-11,2500000
2033640,"Jaysam Contractors",1,0,0,2013-11-06,2013-11-06,800000
2048526,"Windsor Services Ltd",1,0,0,2008-06-30,2008-06-30,1500000
